card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
mitch_stewart_010-Sprinkled-Blood,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Sprinkled Blood,True,010-Sprinkled-Blood,Israel's Rebellion,Covenant,4,3,,,GE: Negate Evil Characters. Topdeck an Evil Character. / A: You may discard this card to take an O.T. white card from Reserve.,Common,Exodus 24:8,Good,Rotation
mitch_stewart_072-Israelites-Delivered,nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,['White'],1,Israelites Delivered,True,072-Israelites-Delivered,Israel's Rebellion,GE,6,1,,,Interrupt the battle. Hero may band to any number of wilderness Heroes. Cannot be negated.,Common,Exodus 19:1-2,Good,Rotation
mitch_stewart_You_Will_Remain_(CoW),nats2024_34th_mitch_stewart.txt,34,mitch_stewart,1,"['Clay', 'White']",2,You Will Remain,True,You_Will_Remain_(CoW),Cloud of Witnesses,Covenant,0,7,,Involves Music,"If opponent uses an evil 'end the battle' ability this turn, you may begin a new battle. If an opponent removes your last Hero from battle, you may remove this from the game to add your Hero to battle.",Rare,Hebrews 1:11-12  Psalm 102:26-27,Good,Rotation
card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
liam_coller_Promo_Son-of-God-Christmas,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,"Son of God ""Manger"" (Promo)",False,Promo_Son-of-God-Christmas,Promo,Dominant,,,,,Negate and rescue a Lost Soul.,Seasonal,Luke 2:7,Good,Rotation
liam_coller_Glory-of-the-Lord-Winner.jpg,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Glory of the Lord [2024 - Winner],False,Glory-of-the-Lord-Winner.jpg,Promo,Dominant,,,,,You may activate a Temple Artifact. Restrict players from playing Enhancements on characters (except lone priests) this turn.,Promo,II Chronicles 7:1,Good,Rotation
liam_coller_121-The-Deceiver-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Orange'],1,The Deceiver (RoJ),False,121-The-Deceiver-R,Revelation of John,Evil Character,3,2,,Demon,You may exchange this card with a human Evil Character in deck or Reserve. Cannot be prevented.,Rare,II John 1:7,Evil,Rotation
liam_coller_018-Lost-Soul-Hormah.jpg,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,"Lost Soul ""Hormah"" [Judges 1:17]",False,018-Lost-Soul-Hormah.jpg,Roots,Lost Soul,,,,"[""Hormah""]","If your evil human is discarded from battle, you may underdeck this card.",,Judges 1:17,Neutral,Rotation
liam_coller_023-Lost-Soul-Famine-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,"Lost Soul ""Famine"" [Genesis 45:6]",False,023-Lost-Soul-Famine-R,Israel's Rebellion,Lost Soul,,,,"[""Famine""], Unity: Lost Souls (O.T.)","If rescued, restrict rescuer from drawing cards by abilities they control until the end of their next turn.",Rare,Genesis 45:6,Neutral,Rotation
liam_coller_Lost_Soul_Psalm_30_3_(Retriever)_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,"Lost Soul ""Resurrection"" [Psalm 30:3]",False,Lost_Soul_Psalm_30_3_(Retriever)_(I),I,Lost Soul,,,,"[""Resurrection""]","When this Lost Soul is rescued from your territory, you may search your discard pile for a Hero.",Deck,Psalm 30:3,Neutral,Rotation
liam_coller_LR60-Lost-Soul-Mark1_40,nats2024_35th_liam_coller.txt,35,liam_coller,3,[],0,Lost Soul (Mark 1:40) (GoC),False,LR60-Lost-Soul-Mark1_40,Gospel of Christ,Lost Soul,,,,,,Legacy Rare,Mark 1:40,Neutral,Rotation
liam_coller_RoJ_AB_N24-Lost-Soul-Gain,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,"Lost Soul ""Gain"" [Jude 1:16]  [AB - RoJ]",False,RoJ_AB_N24-Lost-Soul-Gain,Revelation of John (Alternate Border),Lost Soul,,,,"[""Gain""]","If this card is put in territory, you may shuffle a card from Reserve.",Common,Jude 1:16,Neutral,Rotation
liam_coller_New-Jerusalem-IJ,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,New Jerusalem (I/J+),False,New-Jerusalem-IJ,I/J+,Dominant,,,,,Copy the last good Dominant played during this phase.,,Revelation 3:12,Good,Rotation
liam_coller_Angel_of_the_Lord_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Angel of the Lord (I),False,Angel_of_the_Lord_(I),I,Dominant,,,,,Discard an Evil Character.,Deck,Acts 12:23,Good,Rotation
liam_coller_Christian_Martyr_(J),nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Christian Martyr (J),False,Christian_Martyr_(J),J,Dominant,,,,,Discard a Hero.,Deck,Revelation 11:7,Evil,Rotation
liam_coller_Vain_Philosophy_(J),nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Vain Philosophy (J),False,Vain_Philosophy_(J),J,Dominant,,,,,Look at an opponent's hand and underdeck a good card from that hand.,Deck,Colossians 2:8,Evil,Rotation
liam_coller_Falling_Away_(CoW),nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Falling Away (CoW),False,Falling_Away_(CoW),Cloud of Witnesses,Dominant,,,,,"Underdeck an angel, or convert a human Hero to an Evil Character in any brigade until end of turn.",Rare,"Hebrews 6:4,6",Evil,Rotation
liam_coller_Boaz_Sandal_(Promo),nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Boaz' Sandal,False,Boaz_Sandal_(Promo),Promo,Artifact,,,,,"At any time, you may discard this card to search deck or discard pile for a Ruth Hero. If used during battle and an Evil Character is blocking, you may add your Ruth Hero to battle.",Promo,Ruth 4:7,Neutral,Rotation
liam_coller_07-The-Great-White-Throne,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,The Great White Throne (RoJ),False,07-The-Great-White-Throne,Revelation of John,Artifact,,,,Heavenly Temple,"You may banish an evil card in discard pile to search deck for a Hero. At any time, you may discard an evil card in territory to force opponent to withdraw all but one Evil Character in battle.",Common,Revelation 7:15,Neutral,Rotation
liam_coller_LoC_007-Household-Idols-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Household Idols (LoC),False,LoC_007-Household-Idols-R,Lineage of Christ,Artifact,,,,Idol,Protect Heroes from opponents’ band abilities.,Rare,Genesis 31:19,Neutral,Rotation
liam_coller_096-Altar-of-Dagon,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Altar of Dagon (FoM),False,096-Altar-of-Dagon,Fall of Man,Artifact,,,,"Idol, X= # of your evil Philistines","Negate Heroes with toughness less than X. While your evil Philistine is in battle, restrict opponent from playing good Dominants.",Common,Judges 16:23,Neutral,Rotation
liam_coller_026-Chamber-of-Angels-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Chamber of Angels (GoC),False,026-Chamber-of-Angels-R,Gospel of Christ,Fortress,,,,"[Plays to Set-Aside, Holds any # of angels] Gospel","If your angel is harmed or defeated, you may hold it here instead. While occupied, negate opponents' evil cards in territories.",Rare,Luke 20:36,Good,Rotation
liam_coller_021-Storehouse-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Storehouse [IR],False,021-Storehouse-R,Israel's Rebellion,Fortress,,,,,"Protect hand, deck, discard pile and Reserve from opponents. Each upkeep, you may take an O.T. Enhancement from Reserve.",Rare,Genesis 41:56,Evil,Rotation
liam_coller_Peter_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,Peter (I),False,Peter_(I),I,Hero,10,10,,"Disciple, Prophet",You may draw 1. Negate demons.,Deck,Luke 6:13-14,Good,Rotation
liam_coller_Andrew_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,Andrew (I),False,Andrew_(I),I,Hero,3,3,,Disciple,May band to Peter.,Deck,Luke 6:13-14,Good,Rotation
liam_coller_James_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,James,False,James_(I),I,Hero,8,6,,"Disciple, Son of Zebedee",May band to John.,Deck,Luke 6:13-14,Good,Rotation
liam_coller_John_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,John (I),False,John_(I),I,Hero,5,5,,"Disciple, Prophet, Son of Zebedee",Negate Evil Characters.,Deck,Luke 6:13-14,Good,Rotation
liam_coller_133-Comforting-Cherubs,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,The Comforting Cherubs (GoC),False,133-Comforting-Cherubs,Gospel of Christ,Hero,2,2,Star,"[X = # of all players’ Redeemed Souls] Angel, Empty Tomb, Gospel","STAR: Topdeck a Gospel Hero from deck. / H: You may play a Lost Soul from a deck. May band to an empty tomb female, or you may draw X (limit 3).",Common,John 20:12,Good,Rotation
liam_coller_RoJ_AB_N69-Michael-UR,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,"Michael, the Archangel (RoJ AB)",False,RoJ_AB_N69-Michael-UR,Revelation of John (Alternate Border),Hero,11,11,Warrior,,"Protect Michael from demons. You may search deck for a Revelation angel, or Michael may band to a warrior class Revelation angel. Cannot be negated.",Ultra Rare,Revelation 12:7,Good,Rotation
liam_coller_The_Angel_of_the_Winds_(CoW),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,The Angel of the Winds,False,The_Angel_of_the_Winds_(CoW),Cloud of Witnesses,Hero,3,2,,,"You may exchange this Hero with a human Hero in deck. If that Hero is a cloud Hero, negate Evil Characters.",Rare,Hebrews 1:7,Good,Rotation
liam_coller_124-Legion-of-Angels,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,Legion of Angels (GoC),False,124-Legion-of-Angels,Gospel of Christ,Hero,12,12,Warrior,"[X = # of your Gospel angels] Angel, Generic, Gospel","Protect your Gospel Heroes from lone Evil Characters. You may draw X (limit 3). Once per battle, while 2 or more Evil Characters are blocking, you may take a good Dominant from deck.",Common,Matthew 26:53,Good,Rotation
liam_coller_131-Angel-of-the-Harvest,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,Angel of the Harvest (GoC),False,131-Angel-of-the-Harvest,Gospel of Christ,Hero,3,X,,"[X = # of your Gospel angels, Token (""Harvest"", John 4:35)] Angel, Generic, Gospel",You may create a Lost Soul token in opponent’s Land of Bondage. You may look at the top X (limit 7) cards of deck: Take up to 1 and underdeck the rest. Cannot be interrupted.,Common,Matthew 13:39,Good,Rotation
liam_coller_126-The-Expatriator-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,The Expatriator (GoC),False,126-The-Expatriator-R,Gospel of Christ,Hero,11,10,Warrior,"Angel, Gospel","Negate an opponent's evil card in play or a set-aside area. If it is not a human, you may underdeck it. May band to a Gospel angel. Cannot be interrupted.",Rare,Luke 10:18,Good,Rotation
liam_coller_17-New-Jerusalem-The-Bride-of-Christ-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,"['Good Gold', 'Red', 'Silver', 'Teal', 'White', 'Green', 'Purple', 'Blue', 'Clay']",9,New Jerusalem Bride of Christ (RoJ),False,17-New-Jerusalem-The-Bride-of-Christ-R,Revelation of John,Site/Hero,3,3,,"Begins as a Site. Generic, Genderless, Human",Site: You may convert this Site to a Hero. Hero: You may search deck or Reserve for New Jerusalem. Cannot be interrupted.,Rare,Revelation 21:2,Neutral,Rotation
liam_coller_31-Sixth-Seal-Terror,nats2024_35th_liam_coller.txt,35,liam_coller,1,"['Silver', 'Black', 'Crimson']",3,"Sixth Seal, Terror (RoJ)",False,31-Sixth-Seal-Terror,Revelation of John,GE/Evil Character,6,1,Territory,"Symbolic, Genderless, Character is territory class","GE: Discard a Site. Return all human Evil Characters in battle to owner's hand. EC: If an opponent's special ability discards your evil human, you may underdeck it instead.",Common,Revelation 6:12,Neutral,Rotation
liam_coller_Glad_Tidings_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,Glad Tidings,False,Glad_Tidings_(I),I,GE,1,4,,,Negate and discard the last evil Enhancement played in battle.,Deck,Luke 2:10-11,Good,Rotation
liam_coller_LoC_136-Faith-Unbowed-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,"['Silver', 'White']",2,Faith Unbowed (LoC),False,LoC_136-Faith-Unbowed-R,Lineage of Christ,GE,4,1,Territory,,"Interrupt the battle. Withdraw all Evil Characters. If used by a Daniel Hero, you may banish this card to protect neutral cards and your good cards from evil cards this turn.",Rare,Daniel 3:18,Good,Rotation
liam_coller_121-Army-of-the-Lord.jpg,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,Army of the Lord (Roots),False,121-Army-of-the-Lord.jpg,Roots,GE,2,5,,,Interrupt the battle. Hero may band to up to 3 angel warriors. Cannot be negated if used by a Joshua angel.,,Joshua 5:14,Good,Rotation
liam_coller_069-An-Angel-Appears,nats2024_35th_liam_coller.txt,35,liam_coller,1,"['Silver', 'White']",2,An Angel Appears (GoC),False,069-An-Angel-Appears,Gospel of Christ,GE,2,3,"Territory, Star","Gospel, Nativity",STAR: Topdeck a N.T. Artifact from Reserve. / GE: You may play a Gospel angel from Reserve (or deck if opponent has hand advantage). Hero may band to an angel,Common,Luke 1:11,Good,Rotation
liam_coller_Overwhelming_Presence_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Silver'],1,Overwhelming Presence,False,Overwhelming_Presence_(I),I,GE,3,3,,,Underdeck all Evil Characters in battle.,Deck,Matthew 28:4,Good,Rotation
liam_coller_Wonderment_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,Wonderment (I),False,Wonderment_(I),I,GE,4,3,,,Negate and discard the last evil Enhancement played in battle.,Deck,Matthew 14:26-27,Good,Rotation
liam_coller_121-Walking-on-Water,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,Walking on Water (GoC),False,121-Walking-on-Water,Gospel of Christ,GE,1,5,Star,,STAR: Play a Lost Soul from a deck. GE: Negate an evil card. You may take a good card from Reserve (or add it to battle if you reveal a good Dominant from hand).,Common,Matthew 14:25,Good,Rotation
liam_coller_119-Faith-as-a-Mustard-Seed,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,Faith as a Mustard Seed (GoC),False,119-Faith-as-a-Mustard-Seed,Gospel of Christ,GE,5,2,Territory,,"You may play a good N.T. Fortress from Reserve. If played in battle, bounce an evil card (or banish it if you reveal a good Dominant from hand).",Common,Matthew 17:20,Good,Rotation
liam_coller_Authority_of_Peter_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,Authority of Peter (I),False,Authority_of_Peter_(I),I,GE,2,2,,,Remove an Evil Character from the game. Topdeck a Hero from your discard pile.,Deck,Matthew 16:9,Good,Rotation
liam_coller_LR66-My-Lord-and-My-God,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Purple'],1,My Lord and My God (GoC),False,LR66-My-Lord-and-My-God,Gospel of Christ,GE,2,2,,,"If used by a disciple, negate and discard an evil card in play or a set-aside area.",Legacy Rare,John 20:28,Good,Rotation
liam_coller_073-Emim-R,nats2024_35th_liam_coller.txt,35,liam_coller,1,"['Black', 'Gray']",2,Emim,False,073-Emim-R,Fall of Man,Evil Character,12,8,Warrior,"Generic, Moabite Giant","If another Moabite is in play, topdeck an O.T. Lost Soul. If another giant is in play, withdraw a Hero. Cannot be prevented by an O.T. card.",Rare,Deuteronomy 2:10,Evil,Rotation
liam_coller_Lahmi_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Lahmi (I),False,Lahmi_(I),I,Evil Character,10,10,Warrior,Philistine Giant,,Deck,I Chronicles 20:5,Evil,Rotation
liam_coller_Ishbibenob_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Ishbibenob (I),False,Ishbibenob_(I),I,Evil Character,8,12,Warrior,Philistine Giant,Discard a Hero in battle with strength 10 or greater.,Deck,II Samuel 21:16,Evil,Rotation
liam_coller_Saph_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Saph (I),False,Saph_(I),I,Evil Character,9,11,Warrior,Philistine Giant,Prevent the next Enhancement played by an opponent.,Deck,II Samuel 21:18,Evil,Rotation
liam_coller_LoC_178-Philistine-Armor-Bearer,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Philistine Armor Bearer (LoC),False,LoC_178-Philistine-Armor-Bearer,Lineage of Christ,Evil Character,7,5,Warrior,"Generic, Philistine","You may take or equip a black weapon from Reserve. You may exchange this card with a unique Philistine from deck, discard pile or Reserve. Cannot be prevented.",Common,I Samuel 17:41,Evil,Rotation
liam_coller_Delilah_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Delilah (I),False,Delilah_(I),I,Evil Character,1,3,,Philistine,May band to a male human Evil Character.,Deck,Judges 16:6,Evil,Rotation
liam_coller_LoC_180-Philistine-Invaders,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Philistine Invaders (LoC),False,LoC_180-Philistine-Invaders,Lineage of Christ,Evil Character,6,8,Warrior,"Generic, Philistine, Unity: Evil Characters (Black)","If blocking, negate a good or neutral card. If it is a Site, take it to territory. If it is an Enhancement or Artifact, underdeck it. If it is a Fortress, reserve it. If it is a human, capture it after battle.",Common,II Chronicles 28:18,Evil,Rotation
liam_coller_L42-King-Achish,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,King Achish [L],False,L42-King-Achish,L Starter,Evil Character,11,10,Warrior,Philistine King,You may take an evil O.T. card from Reserve.,Starter,I Samuel 21:12,Evil,Rotation
liam_coller_Wickedness_of_Delilah_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Wickedness of Delilah (I),False,Wickedness_of_Delilah_(I),I,EE,0,6,Territory,,Underdeck a Hero.,Deck,Judges 16:15,Evil,Rotation
liam_coller_Lahmi's_Spear_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Lahmi's Spear (I),False,Lahmi's_Spear_(I),I,EE,5,0,Weapon,,You may discard this card to discard a Hero.,Deck,I Chronicles 20:5,Evil,Rotation
liam_coller_Ishbibenob's_Sword_(I),nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Ishbibenob's Sword,False,Ishbibenob's_Sword_(I),I,EE,3,2,Weapon,,Negate the last good card played by an opponent this battle.,Deck,II Samuel 21:16,Evil,Rotation
liam_coller_LoC_228-Overrun-by-Philistines,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Overrun by Philistines (LoC),False,LoC_228-Overrun-by-Philistines,Lineage of Christ,EE,3,3,,,"Discard a Hero. If used by a Philistine, discard all Heroes in battle and you may draw 1.",Common,I Samuel 31:1,Evil,Rotation
liam_coller_LoC_226-Go-Away,nats2024_35th_liam_coller.txt,35,liam_coller,1,['Black'],1,Go Away! (LoC),False,LoC_226-Go-Away,Lineage of Christ,EE,X,0,Territory,X = # of Philistines in play,You may bounce any number of Heroes. Cannot be prevented if used by a Philistine.,Common,Genesis 26:16,Evil,Rotation
liam_coller_167-Tenants-Kill-the-Son,nats2024_35th_liam_coller.txt,35,liam_coller,1,"['Black', 'Gray']",2,Tenants Kill the Son (GoC),False,167-Tenants-Kill-the-Son,Gospel of Christ,EE,3,3,,,Interrupt the battle. Character may band to an evil human and you may discard a Hero. Cannot be prevented if you control a meek Lost Soul.,Common,Matthew 21:38-39,Evil,Rotation
liam_coller_FR-Harvest-Time-foil,nats2024_35th_liam_coller.txt,35,liam_coller,1,[],0,Harvest Time [Fundraiser],False,FR-Harvest-Time-foil,Fundraiser,Dominant,,,,Gospel,Select a number. Play that number of Lost Souls from each deck. Regardless of protect abilities.,Promo,John 4:35,Good,Rotation
